index	chain1	chain2
0	0.0	0.0
1	2.1401754250991383	2.5567030058842137
2	2.2529106972116293	2.7717284062373566
3	2.2081346540319444	2.5319012853061915
4	2.238506576772915	2.441860599761005
5	2.169013363541698	2.4866992038085174
6	2.324671140403582	2.4372512988220096
7	2.2114437750011438	1.9581114430408735
8	2.010297461759296	1.7251859989048255
9	1.892732059857133	1.6112589915347222
10	1.7975047122709626	1.6275015068470007
11	1.759483085492106	1.5984108023942474
12	1.746223003519824	1.6145347404949022
13	1.7226263680056424	1.6069940780893286
14	1.7120198469771828	1.5695349606363513
15	1.6555961168223867	1.5841866280934158
16	1.6578184438646337	1.602989135634749
17	1.6675906516438002	1.589324058389445
18	1.6627614923257932	1.6203088960894434
19	1.6198154288267603	1.544789343127464
20	1.5954874426292711	1.4559656438741553
21	1.5748517248443052	1.3638956215030549
22	1.5804691754489877	1.3082934366873182
23	1.533699762406564	1.2622768383782967
24	1.5297786393299606	1.2475305849617728
25	1.4986377738556613	1.1999798145080722
26	1.4868919432692151	1.1721561144853025
27	1.475425846282452	1.1320781686935824
28	1.4632420175532164	1.1144825691997151
29	1.4633476713552283	1.092030239713478
30	1.4540263216089935	1.0696903077529132
31	1.4409841431183923	1.0542464273725192
32	1.425546542869217	1.0447397097996451
33	1.4164988890385835	1.0386766956662226
34	1.402282311499871	1.027214840685133
35	1.3961243253161546	1.012789809527112
36	1.3906990543258182	0.999759994068576
37	1.3822758452044908	0.9922926024986861
38	1.3742192808341454	0.9856778726440216
39	1.3589049885045017	0.977046579730595
40	1.359090336566093	0.9676998921430985
41	1.3542724206608807	0.9585249201992441
42	1.3506903281323586	0.9566030635622635
43	1.3366228862860885	0.9522986058122861
44	1.328720084411668	0.9459195284278697
45	1.3092979044529778	0.9446618869629149
46	1.302863375188767	0.9392567666049204
47	1.302242349428094	0.9390619411402122
48	1.297658187102656	0.9347591136327996
49	1.2949970864913487	0.9298801588618933
50	1.2933137218711928	0.9269389153958815
51	1.2912645295756877	0.9247240978382331
52	1.2861449072643403	0.9222041428286715
53	1.2831913718501193	0.9211638494073918
54	1.2687405327383996	0.923611785435137
55	1.246056208269681	0.9271544092031541
56	1.2361311998165552	0.9300760111201679
57	1.231102588793542	0.9301938779532503
58	1.2282388052790716	0.9292165775398635
59	1.2212475641001856	0.9302889377865857
60	1.2181418807186084	0.9305609517447282
61	1.216414964305302	0.9297645011249682
62	1.214970269545911	0.9298767919246357
63	1.2053555012511628	0.9289734264819152
64	1.1959853152333446	0.9285923052404822
65	1.1890711060023795	0.9294912262927295
66	1.179886471063864	0.9300791478047366
67	1.1693982942107701	0.9353880766848002
68	1.1608858953993533	0.9356605028857546
69	1.1549190872411166	0.9374070152673657
70	1.1480856998538747	0.9395720711776725
71	1.1427842340420276	0.9423613408010468
72	1.137102488276228	0.9438329227386721
73	1.1295968002644694	0.947626256316722
74	1.1206320584658038	0.9543540968234532
75	1.1099945372141817	0.9590942159650172
76	1.1009164531655675	0.9631045735747291
77	1.0902716747113157	0.9675923301552046
78	1.0805312640923455	0.9744857728348413
79	1.070884812355646	0.980000871930286
80	1.0617367252573144	0.9842749468865843
81	1.0573286681445877	0.986457957393985
82	1.0507678451303082	0.9919661677995234
83	1.0444124371831696	0.995445657107994
84	1.038820841456319	0.999685696760209
85	1.0377070073795842	0.9968729034779219
86	1.035472924400165	0.9978750711591212
87	1.034882013726843	0.9971005754987723
88	1.0328122390424692	0.9970156995813167
89	1.0308589833269328	0.9976472759058994
90	1.0287812761647626	0.9992973031082627
91	1.0268223531071572	1.0004765615862943
92	1.0261938135805864	1.001051759105479
93	1.024731457870211	1.002071739544413
94	1.0239170798431845	1.0036683317408075
95	1.0217337773667823	1.0039750215785652
96	1.0211800458144311	1.0047857323997662
97	1.018739327672069	1.0072827267981952
98	1.015716891639777	1.0084833554029133
99	1.0025706120044777	1.0026909146329082
